Smiles,Dataset,Model,canonical smiles,ring_systems,min_ring,min_freq,rare_ring
O=C(NCCc1cncnc1)c1cnc(N2CCC(c3ccccn3)CC2)cc1Cl,aryl,claude_scaffold,O=C(NCCc1cncnc1)c1cnc(N2CCC(c3ccccn3)CC2)cc1Cl,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccncc1', 231698)]",c1cncnc1,81465,False
CS(=O)(=O)c1cccc(NC(=O)c2cnc(N3CCN(c4cncnc4)CC3)c(F)c2)c1,aryl,claude_scaffold,CS(=O)(=O)c1cccc(NC(=O)c2cnc(N3CCN(c4cncnc4)CC3)c(F)c2)c1,"[('c1cncnc1', 81465), ('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
CS(=O)(=O)c1cccc(NC(=O)c2cnc(N3CCN(c4ccccn4)CC3)c(Br)c2)c1,aryl,claude_scaffold,CS(=O)(=O)c1cccc(NC(=O)c2cnc(N3CCN(c4ccccn4)CC3)c(Br)c2)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
CS(=O)(=O)c1cccc(NC(=O)c2cnc(N3CCN(c4ccncc4F)CC3)c(I)c2)c1,aryl,claude_scaffold,CS(=O)(=O)c1cccc(NC(=O)c2cnc(N3CCN(c4ccncc4F)CC3)c(I)c2)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
Cc1cc(NC(=O)c2cnc(N3CCN(c4cccnc4)CC3)c(Cl)c2)ccc1S(C)(=O)=O,aryl,claude_scaffold,Cc1cc(NC(=O)c2cnc(N3CCN(c4cccnc4)CC3)c(Cl)c2)ccc1S(C)(=O)=O,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
CS(=O)(=O)c1cccc(NC(=O)c2cnc(N3CCN(c4ccccn4)CC3)c(Cl)c2)c1,aryl,claude_scaffold,CS(=O)(=O)c1cccc(NC(=O)c2cnc(N3CCN(c4ccccn4)CC3)c(Cl)c2)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
CS(=O)(=O)c1cccc(NC(=O)c2ccc(N3CCN(c4ccncc4)CC3)c(Cl)n2)c1,aryl,claude_scaffold,CS(=O)(=O)c1cccc(NC(=O)c2ccc(N3CCN(c4ccncc4)CC3)c(Cl)n2)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
CS(=O)(=O)c1ccc(F)c(NC(=O)c2cnc(N3CCN(c4ccncc4)CC3)c(Cl)c2)c1,aryl,claude_scaffold,CS(=O)(=O)c1ccc(F)c(NC(=O)c2cnc(N3CCN(c4ccncc4)CC3)c(Cl)c2)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
Cc1cc(N2CCN(c3ncc(C(=O)Nc4cccc(S(C)(=O)=O)c4)cc3Cl)CC2)ccn1,aryl,claude_scaffold,Cc1cc(N2CCN(c3ncc(C(=O)Nc4cccc(S(C)(=O)=O)c4)cc3Cl)CC2)ccn1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
CS(=O)(=O)c1cccc(NC(=O)c2cnc(N3CCN(c4cnccn4)CC3)c(Cl)c2)c1,aryl,claude_scaffold,CS(=O)(=O)c1cccc(NC(=O)c2cnc(N3CCN(c4cnccn4)CC3)c(Cl)c2)c1,"[('c1cnccn1', 16094), ('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cnccn1,16094,False
CS(=O)(=O)c1ccc(NC(=O)c2cnc(N3CCN(c4ccncc4)CC3)c(Cl)c2)cc1,aryl,claude_scaffold,CS(=O)(=O)c1ccc(NC(=O)c2cnc(N3CCN(c4ccncc4)CC3)c(Cl)c2)cc1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(F)c1)c1cnc(NC2CCN(c3cncnc3)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(Nc1cccc(F)c1)c1cnc(NC2CCN(c3cncnc3)CC2)c(Cl)c1,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
O=C(Nc1cccc(Br)c1)c1cnc(NC2CCN(c3ccccn3)CC2)cc1Cl,aryl,claude_scaffold,O=C(Nc1cccc(Br)c1)c1cnc(NC2CCN(c3ccccn3)CC2)cc1Cl,"[('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CCNCC1,174309,False
O=C(Nc1cccc(I)c1)c1cnc(NC2CCN(c3ccccn3)CC2)c(F)c1,aryl,claude_scaffold,O=C(Nc1cccc(I)c1)c1cnc(NC2CCN(c3ccccn3)CC2)c(F)c1,"[('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CCNCC1,174309,False
O=C(Nc1ccc(Cl)cc1)c1ccc(NC2CCN(c3ccncc3)CC2)nn1,aryl,claude_scaffold,O=C(Nc1ccc(Cl)cc1)c1ccc(NC2CCN(c3ccncc3)CC2)nn1,"[('c1ccnnc1', 7303), ('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1ccnnc1,7303,False
O=S(=O)(Nc1cccc(Cl)c1)c1cnc(NC2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,claude_scaffold,O=S(=O)(Nc1cccc(Cl)c1)c1cnc(NC2CCN(c3ccncc3)CC2)c(Cl)c1,"[('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CCNCC1,174309,False
O=C(Nc1cccc(Cl)c1)c1cnc(NC2CCCN(c3ccncc3)C2)cc1F,aryl,claude_scaffold,O=C(Nc1cccc(Cl)c1)c1cnc(NC2CCCN(c3ccncc3)C2)cc1F,"[('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CCNCC1,174309,False
O=C(Nc1cccc(Cl)c1)c1cnc(NC2CCN(c3cncnc3)CC2)c(Br)c1,aryl,claude_scaffold,O=C(Nc1cccc(Cl)c1)c1cnc(NC2CCN(c3cncnc3)CC2)c(Br)c1,"[('c1cncnc1', 81465), ('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
O=C(Nc1ccc(F)cc1)c1ncc(NC2CCN(c3ccccn3)CC2)cc1Cl,aryl,claude_scaffold,O=C(Nc1ccc(F)cc1)c1ncc(NC2CCN(c3ccccn3)CC2)cc1Cl,"[('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CCNCC1,174309,False
O=C(Nc1cccc(Cl)c1)c1cnc(NC2CCN(c3cnccn3)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(Nc1cccc(Cl)c1)c1cnc(NC2CCN(c3cnccn3)CC2)c(Cl)c1,"[('c1cnccn1', 16094), ('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cnccn1,16094,False
O=C(Nc1cccc(Cl)c1)c1cnc(NC2CCN(c3ccncc3)CC2)c2c1OCO2,aryl,claude_scaffold,O=C(Nc1cccc(Cl)c1)c1cnc(NC2CCN(c3ccncc3)CC2)c2c1OCO2,"[('c1cc2c(cn1)OCO2', 1), ('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cc2c(cn1)OCO2,1,True
O=C(Nc1cccc(F)c1)c1cnc(N2CC3(CN(c4cncnc4)C3)C2)c(Br)c1,aryl,claude_scaffold,O=C(Nc1cccc(F)c1)c1cnc(N2CC3(CN(c4cncnc4)C3)C2)c(Br)c1,"[('C1NCC12CNC2', 80), ('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1NCC12CNC2,80,True
O=C(Nc1ccc(Cl)cc1)c1cc(F)cnc1N1CCC2(CCN(c3ccccn3)C2)C1,aryl,claude_scaffold,O=C(Nc1ccc(Cl)cc1)c1cc(F)cnc1N1CCC2(CCN(c3ccccn3)C2)C1,"[('C1CC2(CCNC2)CN1', 121), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CC2(CCNC2)CN1,121,False
O=C(Nc1ccc(F)cc1F)c1cnc(N2CCC3(CCN(c4ccncc4)C3)C2)c(Cl)c1,aryl,claude_scaffold,O=C(Nc1ccc(F)cc1F)c1cnc(N2CCC3(CCN(c4ccncc4)C3)C2)c(Cl)c1,"[('C1CC2(CCNC2)CN1', 121), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CC2(CCNC2)CN1,121,False
O=C(Nc1ccc(Cl)cn1)c1ccnc(N2CC3(CN(c4ccncc4)C3)C2)c1,aryl,claude_scaffold,O=C(Nc1ccc(Cl)cn1)c1ccnc(N2CC3(CN(c4ccncc4)C3)C2)c1,"[('C1NCC12CNC2', 80), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccncc1', 231698)]",C1NCC12CNC2,80,True
O=C(Nc1cccc(Cl)c1)c1cnc(N2CC3(CCN(c4cccnc4)C3)C2)c(F)c1,aryl,claude_scaffold,O=C(Nc1cccc(Cl)c1)c1cnc(N2CC3(CCN(c4cccnc4)C3)C2)c(F)c1,"[('C1CC2(CN1)CNC2', 210), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CC2(CN1)CNC2,210,False
O=C(Nc1ccc(Cl)cc1)c1cnc(N2CCC3(CC2)CN(c2ccncc2)C3)c(Cl)c1,aryl,claude_scaffold,O=C(Nc1ccc(Cl)cc1)c1cnc(N2CCC3(CC2)CN(c2ccncc2)C3)c(Cl)c1,"[('C1CC2(CCN1)CNC2', 432), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CC2(CCN1)CNC2,432,False
O=C(Nc1ccc(Cl)nc1)c1cnc(N2CC3(CN(c4ccncn4)C3)C2)c(Cl)c1,aryl,claude_scaffold,O=C(Nc1ccc(Cl)nc1)c1cnc(N2CC3(CN(c4ccncn4)C3)C2)c(Cl)c1,"[('C1NCC12CNC2', 80), ('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccncc1', 231698)]",C1NCC12CNC2,80,True
O=C(Nc1cccc(Cl)c1)c1cncc(N2CC3(CN(c4ccncc4)C3)C2)c1,aryl,claude_scaffold,O=C(Nc1cccc(Cl)c1)c1cncc(N2CC3(CN(c4ccncc4)C3)C2)c1,"[('C1NCC12CNC2', 80), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1NCC12CNC2,80,True
O=C(Nc1ccc(F)cc1)c1ncc(Cl)c(N2CC3(CN(c4ccncc4)C3)C2)n1,aryl,claude_scaffold,O=C(Nc1ccc(F)cc1)c1ncc(Cl)c(N2CC3(CN(c4ccncc4)C3)C2)n1,"[('C1NCC12CNC2', 80), ('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1NCC12CNC2,80,True
O=C(Nc1ccc(Cl)cc1F)c1cnc(N2CCC3(CCN(c4cccnc4)C3)C2)c(Br)c1,aryl,claude_scaffold,O=C(Nc1ccc(Cl)cc1F)c1cnc(N2CCC3(CCN(c4cccnc4)C3)C2)c(Br)c1,"[('C1CC2(CCNC2)CN1', 121), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CC2(CCNC2)CN1,121,False
O=C(Nc1cccc(Cl)c1)c1cnc(N2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)c(Cl)c1,aryl,claude_scaffold,O=C(Nc1cccc(Cl)c1)c1cnc(N2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)c(Cl)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(F)c1)c1cnc(N2CCN(C(=O)c3ccc([N+](=O)[O-])cc3)CC2)c(F)c1,aryl,claude_scaffold,O=C(Nc1cccc(F)c1)c1cnc(N2CCN(C(=O)c3ccc([N+](=O)[O-])cc3)CC2)c(F)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
Nc1ccc(NC(=O)c2cnc(N3CCS(=O)(=O)CC3)c(Cl)c2)cc1Cl,aryl,claude_scaffold,Nc1ccc(NC(=O)c2cnc(N3CCS(=O)(=O)CC3)c(Cl)c2)cc1Cl,"[('O=S1(=O)CCNCC1', 755), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",O=S1(=O)CCNCC1,755,False
O=C(Nc1cccc(Br)c1)c1cnc(N2CCN(C(=O)Nc3ccc([N+](=O)[O-])cc3)CC2)c(Br)c1,aryl,claude_scaffold,O=C(Nc1cccc(Br)c1)c1cnc(N2CCN(C(=O)Nc3ccc([N+](=O)[O-])cc3)CC2)c(Br)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
N#Cc1ccc(C(=O)N2CCN(c3ncc(C(=O)Nc4ccc(O)c(Cl)c4)cc3Cl)CC2)cc1,aryl,claude_scaffold,N#Cc1ccc(C(=O)N2CCN(c3ncc(C(=O)Nc4ccc(O)c(Cl)c4)cc3Cl)CC2)cc1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(F)c1)c1cnc(N2CCN(S(=O)(=O)c3ccc(C(F)(F)F)cc3)CC2)c(F)c1,aryl,claude_scaffold,O=C(Nc1cccc(F)c1)c1cnc(N2CCN(S(=O)(=O)c3ccc(C(F)(F)F)cc3)CC2)c(F)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
N#Cc1ccc(NC(=O)N2CCN(c3ncc(C(=O)Nc4ccc(F)c(Cl)c4)cc3Cl)CC2)cc1,aryl,claude_scaffold,N#Cc1ccc(NC(=O)N2CCN(c3ncc(C(=O)Nc4ccc(F)c(Cl)c4)cc3Cl)CC2)cc1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(Br)c1)c1cnc(N2CCN(S(=O)(=O)c3ccc(C(F)(F)F)cc3)CC2)c(Br)c1,aryl,claude_scaffold,O=C(Nc1cccc(Br)c1)c1cnc(N2CCN(S(=O)(=O)c3ccc(C(F)(F)F)cc3)CC2)c(Br)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1ccc(O)c(F)c1)c1cnc(N2CCN(C(=O)c3ccc([N+](=O)[O-])cc3)CC2)c(F)c1,aryl,claude_scaffold,O=C(Nc1ccc(O)c(F)c1)c1cnc(N2CCN(C(=O)c3ccc([N+](=O)[O-])cc3)CC2)c(F)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
Nc1ccc(NC(=O)c2cnc(N3CCN(C(=O)Nc4ccc(F)cc4)CC3)c(Cl)c2)cc1Cl,aryl,claude_scaffold,Nc1ccc(NC(=O)c2cnc(N3CCN(C(=O)Nc4ccc(F)cc4)CC3)c(Cl)c2)cc1Cl,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
Cc1cc(Nc2ncc(C(=O)Nc3cccc(F)c3)cn2)ccn1,aryl,claude_scaffold,Cc1cc(Nc2ncc(C(=O)Nc3cccc(F)c3)cn2)ccn1,"[('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
Cc1cccc(Nc2ncc(C(=O)Nc3ccc(Br)cc3)cn2)n1,aryl,claude_scaffold,Cc1cccc(Nc2ncc(C(=O)Nc3ccc(Br)cc3)cn2)n1,"[('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
Cc1cncc(Nc2ncc(C(=O)Nc3ccc(Cl)cc3)cn2)c1,aryl,claude_scaffold,Cc1cncc(Nc2ncc(C(=O)Nc3ccc(Cl)cc3)cn2)c1,"[('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
O=C(Nc1cccc(Cl)c1)c1cnc(Nc2ccnc(CF)c2)nc1,aryl,claude_scaffold,O=C(Nc1cccc(Cl)c1)c1cnc(Nc2ccnc(CF)c2)nc1,"[('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
Cc1ccnc(Nc2cnc(C(=O)Nc3ccc(Cl)cc3)cn2)c1,aryl,claude_scaffold,Cc1ccnc(Nc2cnc(C(=O)Nc3ccc(Cl)cc3)cn2)c1,"[('c1cnccn1', 16094), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cnccn1,16094,False
Cc1ccc(Nc2ncc(C(=O)Nc3cccc(Cl)c3)cn2)nc1,aryl,claude_scaffold,Cc1ccc(Nc2ncc(C(=O)Nc3cccc(Cl)c3)cn2)nc1,"[('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
Cc1cc(Nc2cc(C(=O)Nc3cccc(Cl)c3)ncn2)ccn1,aryl,claude_scaffold,Cc1cc(Nc2cc(C(=O)Nc3cccc(Cl)c3)ncn2)ccn1,"[('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
CCc1cc(Nc2ncc(C(=O)Nc3cccc(Cl)c3)cn2)ccn1,aryl,claude_scaffold,CCc1cc(Nc2ncc(C(=O)Nc3cccc(Cl)c3)cn2)ccn1,"[('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
COc1cc(Nc2ncc(C(=O)Nc3cccc(Cl)c3)cn2)ccn1,aryl,claude_scaffold,COc1cc(Nc2ncc(C(=O)Nc3cccc(Cl)c3)cn2)ccn1,"[('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
Cc1cc(Nc2ncc(C(=O)Nc3cccc(F)c3)cn2)ccn1,aryl,claude_scaffold,Cc1cc(Nc2ncc(C(=O)Nc3cccc(F)c3)cn2)ccn1,"[('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
O=C(Nc1cccc(Br)c1)c1cnc(Nc2ccncc2)nc1,aryl,claude_scaffold,O=C(Nc1cccc(Br)c1)c1cnc(Nc2ccncc2)nc1,"[('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
Cc1cc(Nc2ncccc2C(=O)Nc2ccccc2Cl)ccn1,aryl,claude_scaffold,Cc1cc(Nc2ncccc2C(=O)Nc2ccccc2Cl)ccn1,"[('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1ccncc1,231698,False
Cc1cccc(Nc2ncc(C(=O)Nc3ccc(Cl)cc3)cn2)c1,aryl,claude_scaffold,Cc1cccc(Nc2ncc(C(=O)Nc3ccc(Cl)cc3)cn2)c1,"[('c1cncnc1', 81465), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
Cc1cc(Nc2ncc(C(=O)Nc3ccccc3Cl)cn2)ccn1,aryl,claude_scaffold,Cc1cc(Nc2ncc(C(=O)Nc3ccccc3Cl)cn2)ccn1,"[('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
Cc1cc(Nc2ncc(C(=O)Nc3ccc(F)c(Cl)c3)cn2)ccn1,aryl,claude_scaffold,Cc1cc(Nc2ncc(C(=O)Nc3ccc(F)c(Cl)c3)cn2)ccn1,"[('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
Cc1ccc(Cl)cc1NC(=O)c1cccnc1Nc1ccncc1,aryl,claude_scaffold,Cc1ccc(Cl)cc1NC(=O)c1cccnc1Nc1ccncc1,"[('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1ccncc1,231698,False
Cc1cc(Nc2ncc(C(=O)Nc3ccccc3Cl)cn2)ccn1,aryl,claude_scaffold,Cc1cc(Nc2ncc(C(=O)Nc3ccccc3Cl)cn2)ccn1,"[('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
O=C(Nc1cccc(Cl)c1)c1cnc(Nc2cc(C(F)(F)F)ccn2)c(F)c1,aryl,claude_scaffold,O=C(Nc1cccc(Cl)c1)c1cnc(Nc2cc(C(F)(F)F)ccn2)c(F)c1,"[('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1ccncc1,231698,False
O=C(Nc1ccc(F)c(Cl)c1)c1ccc(Nc2ccnc(C(F)(F)F)c2)nc1,aryl,claude_scaffold,O=C(Nc1ccc(F)c(Cl)c1)c1ccc(Nc2ccnc(C(F)(F)F)c2)nc1,"[('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1ccncc1,231698,False
O=C(Nc1cccc(Cl)c1)c1ccc(Nc2cccc3c2OCN3C(F)(F)F)nc1,aryl,claude_scaffold,O=C(Nc1cccc(Cl)c1)c1ccc(Nc2cccc3c2OCN3C(F)(F)F)nc1,"[('c1ccc2c(c1)NCO2', 47), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1ccc2c(c1)NCO2,47,True
O=C(Nc1cccc(Br)c1)c1ccc(Nc2cc(C(F)(F)F)ccn2)nc1,aryl,claude_scaffold,O=C(Nc1cccc(Br)c1)c1ccc(Nc2cc(C(F)(F)F)ccn2)nc1,"[('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1ccncc1,231698,False
O=C(Nc1ccc(F)cc1)c1ccc(Nc2cc(C(F)(F)F)c3c(n2)CCCO3)nc1,aryl,claude_scaffold,O=C(Nc1ccc(F)cc1)c1ccc(Nc2cc(C(F)(F)F)c3c(n2)CCCO3)nc1,"[('c1cnc2c(c1)OCCC2', 7), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cnc2c(c1)OCCC2,7,True
O=C(Nc1cccc(Cl)c1)c1ccc(Nc2nccc(C(F)(F)F)n2)cn1,aryl,claude_scaffold,O=C(Nc1cccc(Cl)c1)c1ccc(Nc2nccc(C(F)(F)F)n2)cn1,"[('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
O=C(Nc1cccc(Cl)c1)c1cnc(Nc2cccc(C(F)(F)F)c2)s1,aryl,claude_scaffold,O=C(Nc1cccc(Cl)c1)c1cnc(Nc2cccc(C(F)(F)F)c2)s1,"[('c1cscn1', 61036), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",c1cscn1,61036,False
O=C(Nc1ccc(Cl)cc1)c1ccc(Nc2cc(C(F)(F)F)c3c(n2)CCNC3)nc1,aryl,claude_scaffold,O=C(Nc1ccc(Cl)cc1)c1ccc(Nc2cc(C(F)(F)F)c3c(n2)CCNC3)nc1,"[('c1cnc2c(c1)CNCC2', 431), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cnc2c(c1)CNCC2,431,False
O=C(Nc1ccc(F)c(Cl)c1)c1csc(Nc2ccnc(C(F)(F)F)c2)n1,aryl,claude_scaffold,O=C(Nc1ccc(F)c(Cl)c1)c1csc(Nc2ccnc(C(F)(F)F)c2)n1,"[('c1cscn1', 61036), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cscn1,61036,False
O=C(Nc1cccc(Cl)c1)c1ccc(Nc2ccnc(C(F)(F)F)n2)nc1,aryl,claude_scaffold,O=C(Nc1cccc(Cl)c1)c1ccc(Nc2ccnc(C(F)(F)F)n2)nc1,"[('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
O=C(Nc1cccc(Cl)c1)c1ccc(Nc2ccnc(C(F)(F)F)c2)nc1,aryl,claude_scaffold,O=C(Nc1cccc(Cl)c1)c1ccc(Nc2ccnc(C(F)(F)F)c2)nc1,"[('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1ccncc1,231698,False
O=C(Nc1cccc(F)c1)c1ccc(Nc2cc(C(F)(F)F)ccn2)nc1,aryl,claude_scaffold,O=C(Nc1cccc(F)c1)c1ccc(Nc2cc(C(F)(F)F)ccn2)nc1,"[('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1ccncc1,231698,False
O=C(Nc1cccc(Cl)c1)c1ccc(Nc2nccc(C(F)(F)F)n2)nc1,aryl,claude_scaffold,O=C(Nc1cccc(Cl)c1)c1ccc(Nc2nccc(C(F)(F)F)n2)nc1,"[('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
O=C(Nc1cccc(Cl)c1)c1ccc(Nc2cccc(C(F)(F)F)n2)nc1,aryl,claude_scaffold,O=C(Nc1cccc(Cl)c1)c1ccc(Nc2cccc(C(F)(F)F)n2)nc1,"[('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1ccncc1,231698,False
O=C(Nc1cccc(Cl)c1)c1cnc(Nc2cccc(C(F)(F)F)n2)nc1,aryl,claude_scaffold,O=C(Nc1cccc(Cl)c1)c1cnc(Nc2cccc(C(F)(F)F)n2)nc1,"[('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
O=C(Nc1cccc(Cl)c1)c1cnc(Nc2ccnc(C(F)(F)F)c2)nc1,aryl,claude_scaffold,O=C(Nc1cccc(Cl)c1)c1cnc(Nc2ccnc(C(F)(F)F)c2)nc1,"[('c1cncnc1', 81465), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
